customer_id,name,age,gender,employment_status,income,credit_score,region
204,Mr. Benjamin Daniels,66,Female,Self-employed,88205,655,Nairobi
205,Anne Gallagher,63,Male,Self-employed,155754,407,Thika
206,Sandra Sexton,56,Male,Employed,106638,584,Eldoret
207,Daniel Russo,69,Female,Self-employed,187877,406,Thika
208,Brandon Miller,54,Female,student,275753,621,Thika
209,Lisa Sloan,49,Female,Employed,166729,797,Mombasa
210,Sara Salazar,31,Male,Employed,340210,821,Nakuru
211,Betty Holt,47,Male,Unemployed,296960,825,Eldoret
212,Richard Gross,23,Female,Employed,47088,446,Nairobi
213,Andrew Newman MD,63,Male,Employed,77080,619,Kisumu
214,Craig Alvarez,30,Female,Student,276753,474,Nairobi
215,Chad Wells,66,Female,Unemployed,137220,755,Nairobi
216,Lori Johnson,64,Male,Self-employed,312345,423,Mombasa
217,Sandra Vaughn,66,Male,Unemployed,73921,686,Mombasa
218,Rebecca Harmon,49,Female,Student,234364,389,Eldoret
219,Christopher Gonzalez,34,Male,Employed,279165,836,Kisumu
220,Janice Horne,68,Male,Student,327838,480,Eldoret
221,Amber Gomez,23,Female,Unemployed,198056,795,Eldoret
222,Victor Anderson,22,Male,Unemployed,258380,645,Thika
223,Michael Gonzales,34,Female,Unemployed,186427,452,Mombasa
224,Ryan Howard,66,Male,Self-employed,279582,617,Thika
225,Wendy Hughes,29,Female,Student,38155,743,Eldoret
226,Cynthia Long,36,Female,Unemployed,320511,781,Thika
227,Roger Woods,27,Male,Unemployed,82054,349,Kisumu
228,Yvonne Scott,48,Female,Unemployed,20912,627,Thika
229,Grant Larson,47,Female,Self-employed,209117,407,Thika
230,Jeremy Robinson,55,Female,Self-employed,252358,437,Thika
231,Michael Salinas,44,Female,Employed,293699,817,Mombasa
232,Danny Owen,36,Male,Self-employed,279620,592,Kisumu
233,Elizabeth Chang,59,Female,Employed,107332,480,Nairobi
234,Kendra Weaver,42,Male,selfemployed,155264,762,Eldoret
235,Barbara Williams,38,Male,Student,237871,666,Eldoret
236,Dorothy Ramsey,54,Female,Unemployed,289932,303,Nakuru
237,Joseph Thornton,60,Female,Employed,140849,522,Nairobi
238,Victor Wong,33,Male,Self-employed,102960,512,Mombasa
239,Thomas Taylor,28,Female,Student,168255,376,Thika
240,Linda Holder,43,Female,Employed,193852,443,Nakuru
241,Tamara Bauer,30,Male,Employed,87967,782,Mombasa
242,Tiffany Hall,44,Female,Employed,255020,688,Nakuru
243,Savannah Hamilton,34,Female,Student,212426,797,Nakuru
244,Michele White,23,Male,Student,80042,749,Kisumu
245,Melissa Smith,53,Male,Self-employed,39510,442,Kisumu
246,Janice Meza,41,Female,Self-employed,207057,318,Mombasa
247,Melissa Miller,28,Female,selfemployed,197214,396,Nakuru
248,Steven Vaughn,48,Female,Unemployed,135854,644,Nairobi
249,Rhonda Powell,45,Male,Employed,217184,489,Eldoret
250,Amanda Mathis,28,Male,Student,52573,428,Thika
251,Tyler Haley,62,Female,Unemployed,99189,481,Mombasa
252,Mark Beck,62,Male,Self-employed,232100,849,Kisumu
253,Peter Davis,63,Female,Student,336452,434,Eldoret
254,Nicole Mccann,62,Female,Self-employed,168529,611,Kisumu
255,Erica Melendez,29,Female,Student,104813,670,Thika
256,Kyle Bailey,60,Male,Student,145846,815,Kisumu
257,William Michael,43,Female,Unemployed,68358,620,Nairobi
258,Evan Joyce,36,Female,Student,34332,755,Kisumu
259,Denise Schmidt,66,Female,Self-employed,101185,322,Mombasa
260,Maurice Romero,62,Male,Unemployed,337921,752,Nairobi
261,Mr. Jose Shepard,52,Male,Self-employed,80357,783,Eldoret
262,Danny Hensley,22,Male,Self-employed,207527,406,Nakuru
263,Yvonne Figueroa,24,Male,Self-employed,46654,763,Nakuru
264,Sarah Atkinson,38,Male,Self-employed,346949,782,Mombasa
265,Jason Richardson,50,Female,Employed,72158,784,Nakuru
266,Pamela Townsend,44,Female,Employed,271499,756,thika
267,Mr. Reginald Preston,27,Female,Employed,207708,679,thika
268,Derek Tucker,30,Male,Student,331041,777,thika
269,Nicole Ortiz,33,Female,Unemployed,333531,573,thika
270,Kevin Clark,21,Male,Employed,302563,329,thika
271,Melissa Levy,26,Female,Student,157378,705,Kisumu
272,Jennifer Mclaughlin,69,Female,Employed,128116,312,Thika
273,Eric Walker,58,Male,Student,92904,821,Eldoret
274,Devin Taylor,60,Female,Employed,315749,697,Nairobi
275,Zachary Lawrence,62,Female,Student,217439,709,Kisumu
276,Tasha Rogers,54,Male,Student,346087,814,Eldoret
277,Paula Sanchez,28,Female,Self-employed,30675,801,Nakuru
278,Michael Fernandez,55,Male,Student,291350,455,Mombasa
279,Bryan Boyd,52,Female,Self-employed,24949,360,Nairobi
280,Thomas Soto,60,Male,Student,200150,637,Mombasa
281,Kim Reed,55,Male,Self-employed,230404,387,Nairobi
282,Richard Sanchez,59,Male,Self-employed,58094,640,Nakuru
283,Robin Rodriguez,47,Male,Unemployed,213529,758,Kisumu
284,Martin Allen,41,Male,Self-employed,270488,596,Thika
285,Joseph Mendoza,56,Female,Self-employed,77635,624,Nairobi
286,Christopher Zimmerman MD,33,Female,Self-employed,225044,315,Nakuru
287,Madison Campos,58,Male,Unemployed,322642,647,Kisumu
288,Jennifer Scott,61,Female,Employed,180729,706,Nakuru
289,Rebecca Clark,22,Male,Unemployed,181483,498,Nakuru
290,Amanda Cortez,64,Male,Student,56408,501,Nakuru
291,Richard Miller,36,Male,Student,280749,770,Eldoret
292,Adam Caldwell,40,Female,Self-employed,199102,814,Thika
293,Alan Solomon,39,Female,Self-employed,180233,831,Eldoret
294,Stephen Stephens,58,Female,Unemployed,331478,724,Nairobi
295,Kyle Obrien,58,Female,Self-employed,86248,545,Nairobi
296,Nicholas Wall,49,Male,Unemployed,97213,427,Thika
297,Angela Robinson,57,Male,Student,138741,844,Thika
298,Christopher Perez,21,Female,Unemployed,102927,654,Thika
299,Charles Everett,27,Female,Employed,268876,631,Kisumu
300,Frank White,38,Female,Self-employed,314263,480,Mombasa
301,Nicole Martin,21,Male,Student,310054,599,Thika
302,Timothy Watts,55,Male,Unemployed,191498,823,Mombasa
303,Amanda Gates,64,Female,Unemployed,303805,505,Kisumu
304,John Ruiz,23,Male,Employed,269364,530,Nairobi
305,Elizabeth Palmer,67,Female,Unemployed,128419,501,Thika
306,Zachary Chapman,48,Male,Unemployed,310269,697,Mombasa
307,Aaron Morris,29,Male,Unemployed,295493,734,Mombasa
308,Victoria Summers,59,Female,Unemployed,64115,720,Mombasa
309,Scott Mendoza,45,Male,Unemployed,69730,447,Eldoret
310,Jennifer Gonzalez,51,Female,Self-employed,323861,500,Eldoret
311,Sherry Holt,53,Male,Employed,325763,504,Thika
312,Jose Molina,40,Male,Self-employed,156181,477,Nakuru
313,Benjamin Calhoun,63,Female,Student,328046,713,Nairobi
314,Andrea Craig,56,Male,Employed,26379,773,Nakuru
315,Martin Shepherd,36,Female,Unemployed,257206,617,Eldoret
316,Benjamin Perez,61,Male,Self-employed,338866,644,Thika
317,Isabel Clark,43,Male,Student,311553,382,Kisumu
318,Ryan Barnes,29,Male,Self-employed,259456,413,Kisumu
319,Kimberly Ross,45,Male,Student,85430,610,Eldoret
320,Mary Reyes,32,Male,Unemployed,172371,734,Thika
321,James Jones,25,Female,Unemployed,175220,720,Nairobi
322,Brian Olson,63,Male,Self-employed,191935,821,Kisumu
323,Joshua Jimenez,52,Male,Unemployed,115795,824,Mombasa
324,Michael Moore,68,Male,Student,326386,750,Mombasa
325,John Lopez,34,Female,Self-employed,74596,732,Thika
326,Teresa Roberts,40,Female,Student,62999,414,Mombasa
327,Tammy Parsons,47,Male,Employed,88453,348,Thika
328,Dominique Anderson,47,Male,Employed,152829,642,Kisumu
329,Jessica Guerrero,40,Female,Self-employed,163785,688,Nakuru
330,Tracy Rogers DVM,57,Male,Employed,163535,753,Mombasa
331,Theresa Hicks,25,Male,Unemployed,83339,667,Thika
332,Victoria White,54,Male,Self-employed,197362,843,Eldoret
333,Brandy Jones,53,Female,Student,138451,806,Nairobi
334,Ashley Franklin,21,Male,Student,127771,732,Mombasa
335,Joel Torres,21,Female,Employed,136004,329,Nairobi
336,Sarah Johnson,67,Male,Unemployed,283680,738,Nairobi
337,Trevor French,29,Female,Unemployed,268760,514,Nakuru
338,Rebecca Jones,32,Male,Employed,340279,310,Eldoret
339,Michael Anderson,38,Male,Self-employed,293399,775,Eldoret
340,William Hernandez,66,Female,Employed,115176,793,Kisumu
341,Laura Lane,28,Male,Self-employed,140357,551,Thika
342,Chase Nguyen,47,Female,Self-employed,327890,375,Nairobi
343,Erika Clark,40,Female,Self-employed,54412,732,Nairobi
344,Steven Moore,47,Male,Employed,75688,810,Mombasa
345,William Craig,49,Male,Unemployed,260345,605,Thika
346,Victoria Harvey,25,Female,Employed,49338,378,Eldoret
347,Brenda Lawson,69,Female,Student,214345,540,Nairobi
348,Jennifer Bowers,58,Female,Unemployed,110476,483,Eldoret
349,Adam Harris,25,Female,Unemployed,110227,347,Nairobi
350,Victoria Williams,63,Female,Unemployed,282948,661,Eldoret
351,Joan Jacobs,26,Male,Student,341485,351,Eldoret
352,Jessica Bell,59,Male,Employed,109747,608,Mombasa
353,Austin Smith,26,Female,Unemployed,220184,564,Thika
354,Bradley Goodwin,25,Male,Self-employed,93908,695,Nakuru
355,Sheila Black,51,Female,Unemployed,235286,406,Mombasa
356,Chad Williams,40,Female,Self-employed,91282,760,Mombasa
357,Margaret Day,33,Female,Student,231964,466,Nakuru
358,Larry Calhoun,39,Female,Unemployed,263903,517,Nakuru
359,Eric Richards,33,Female,Student,199874,587,Kisumu
360,Kendra Jenkins,34,Female,Employed,268447,493,Kisumu
361,Caroline Webb,55,Female,Employed,180696,561,Eldoret
362,Stephanie Bright,41,Female,Employed,133013,791,Eldoret
363,Susan Bailey,64,Female,Unemployed,81678,775,Eldoret
364,Felicia Henderson,39,Female,Unemployed,306272,536,Mombasa
365,Tiffany Brown,43,Male,Student,41478,519,Nairobi
366,Lisa Morris,63,Male,Student,198567,711,Nairobi
367,Sheila Yang,24,Male,Self-employed,214633,513,Eldoret
368,Cody Johnson,23,Female,Unemployed,320691,492,Mombasa
369,Michael Duncan,58,Male,Self-employed,103678,830,Thika
370,Michael Ball,48,Female,Self-employed,104649,848,Eldoret
371,Terry Benson,48,Male,Self-employed,32538,713,Nairobi
372,Stephanie Ortiz,58,Male,Student,174628,731,Kisumu
373,Evan Barr,34,Male,Employed,194462,768,Nairobi
374,Stephanie Haynes,58,Female,Student,264307,793,Mombasa
375,Cheryl Holmes,26,Female,Self-employed,68133,447,Kisumu
376,Amber Armstrong,31,Female,Unemployed,336344,434,Thika
377,Luis Garner,41,Male,Self-employed,258191,370,Thika
378,Stephanie Aguilar,46,Male,Self-employed,224816,800,Kisumu
379,Jorge Webb,47,Male,Employed,211758,488,Thika
380,Christina Pham,39,Male,Employed,222408,566,Mombasa
381,Gerald Hernandez,31,Female,Unemployed,325199,679,Nakuru
382,Lisa Booker,24,Female,Self-employed,85370,573,Kisumu
383,Taylor Huerta,25,Male,Employed,331523,304,Eldoret
384,Devin Bennett,42,Female,Self-employed,151362,776,Nairobi
385,Paul Armstrong,34,Male,Student,172694,448,Nairobi
386,David Ward,68,Male,Employed,178778,632,Mombasa
387,Howard Day,32,Female,Unemployed,153888,484,Kisumu
388,Donald Adams,55,Female,Self-employed,28596,809,Mombasa
389,Jonathan Dunn,65,Female,Self-employed,219613,630,Mombasa
390,Cody Chambers,53,Male,Student,83798,728,Kisumu
391,Tracy Owens,35,Female,Self-employed,68153,801,Nakuru
392,Deborah Holmes,29,Female,Unemployed,204137,685,Eldoret
393,Daniel Davidson,54,Female,Self-employed,212140,574,Thika
394,Alisha Garcia,32,Male,Employed,72420,453,Nairobi
395,Ryan Williams,50,Male,Student,277923,325,Nairobi
396,Desiree Adams,46,Female,Employed,51111,758,Nakuru
397,Kathryn Jackson,54,Male,Self-employed,169988,356,Thika
398,Christopher Foster,21,Female,Unemployed,109343,302,Nairobi
399,Alexander James,52,Male,Unemployed,305294,638,Mombasa
400,Yolanda Brewer,46,Male,Student,67967,761,Nairobi
401,Heidi Schmidt,51,Male,Self-employed,276307,745,Mombasa
402,Philip Ortega,44,Male,Unemployed,146342,612,Thika
403,Timothy Rodriguez,52,Male,Self-employed,312400,394,Kisumu
404,Richard Lee,62,Female,Unemployed,127642,765,Kisumu
405,Patrick Ponce,24,Male,Unemployed,57684,533,Eldoret
406,Juan Fitzgerald,42,Female,Self-employed,138937,303,Thika
407,Matthew Stewart,30,Female,Student,26386,470,Nakuru
408,Crystal Rogers,54,Male,Unemployed,278649,535,Nakuru
409,Nicole Li,58,Female,Self-employed,347130,530,Nakuru
410,Michael Butler,58,Female,Employed,103456,335,Kisumu
411,William Young,61,Male,Employed,78008,557,Nakuru
412,Michael Sullivan,22,Female,Self-employed,65923,330,Mombasa
413,Jennifer Sutton,42,Female,Self-employed,102346,624,Nairobi
414,Samuel Harrington,54,Male,Self-employed,249813,415,Mombasa
415,Danielle Contreras,48,Female,Self-employed,286711,432,Thika
416,Jason Baker,45,Male,Self-employed,145858,352,Nakuru
417,Zachary Porter,30,Female,Student,127115,766,Eldoret
418,Kelsey Scott,39,Male,Self-employed,84124,685,Eldoret
419,Jennifer Harris,61,Female,Unemployed,73741,414,Thika
420,Taylor Estrada,59,Male,Unemployed,323973,551,Kisumu
421,Chase Smith,58,Male,Employed,323136,560,Nakuru
422,Jerry Garrett,61,Male,Unemployed,168099,825,Kisumu
423,Perry Taylor,42,Female,Unemployed,151775,515,Eldoret
424,Dennis Hanson,47,Male,Employed,84336,816,Mombasa
425,Lauren Cannon,37,Male,Self-employed,173398,755,Thika
426,Matthew Johnson,38,Female,Student,346197,816,Thika
427,Joshua Smith,49,Male,Unemployed,341659,778,Nakuru
428,Michele Wright,21,Male,Self-employed,109176,807,Kisumu
429,Marilyn Hart,24,Female,Employed,183265,572,Mombasa
430,Terry Richardson,66,Female,Student,172713,331,Kisumu
431,Tracey Davila,31,Male,Self-employed,147948,688,Nairobi
432,Robert Johnson,61,Female,Employed,155618,520,Eldoret
433,Danielle Smith,55,Male,Student,256715,455,Thika
434,Sierra Romero,25,Female,Student,201345,795,Nakuru
435,Shannon Chapman,58,Female,Student,310175,329,Thika
436,Katherine Gilmore,45,Female,Self-employed,303587,769,Thika
437,Michael Smith,68,Female,Unemployed,212445,304,Kisumu
438,Edwin Barron,21,Female,Employed,52070,543,Thika
439,Paul Ward,52,Female,Self-employed,87006,487,Nakuru
440,Richard Williams,28,Male,Employed,95055,843,Eldoret
441,Joseph Yang,21,Female,Self-employed,192737,381,Nairobi
442,Lacey Collins PhD,69,Male,Self-employed,261222,303,Mombasa
443,Lori Jackson,55,Female,Student,20638,634,Kisumu
444,Christian Burns,25,Male,Self-employed,241388,754,Eldoret
445,Aaron Clark,55,Female,Student,58680,788,Nakuru
446,Lucas Roberts,49,Female,Unemployed,120118,644,Thika
447,James Nguyen,65,Female,Employed,184272,743,Nakuru
448,Jennifer Reid,47,Female,Student,209102,624,Eldoret
449,Hector Phillips,29,Male,Student,261300,559,Nakuru
450,Mark Rodriguez,39,Female,Unemployed,217980,379,Nairobi
451,Maria Lopez,39,Female,Unemployed,348599,589,Eldoret
